seed,after_deadlock,after_dl_time,after_throughput,after_drained_clear,before_deadlock,before_dl_time,before_throughput,before_drained_clear
100071,0,193.00,3.8571,1,,,,
100072,0,193.00,3.9524,1,,,,
100073,0,193.00,4.1845,1,,,,
100074,0,193.00,3.8988,1,,,,
100075,0,193.00,4.1607,1,,,,
100076,0,193.00,4.0238,1,,,,
100077,0,193.00,4.1250,1,,,,
100078,0,192.00,3.8869,1,,,,
100079,0,193.00,3.7917,1,,,,
100080,0,193.00,4.1429,1,,,,
100081,0,193.00,4.1012,1,,,,
100082,0,193.00,4.0833,1,,,,
100083,0,193.00,3.8810,1,,,,
100084,0,193.00,4.0714,1,,,,
100085,0,193.00,3.8571,1,,,,
100086,0,192.00,3.6726,1,,,,
100087,0,193.00,4.1071,1,,,,
100088,0,193.00,3.6607,1,,,,
100089,0,193.00,3.9524,1,,,,
100090,0,193.00,4.0714,1,,,,
100091,0,193.00,4.3333,1,,,,
100092,0,192.00,4.1190,1,,,,
100093,0,192.00,4.0833,1,,,,
100094,0,192.00,4.0238,1,,,,
100095,0,193.00,3.7083,1,,,,
100096,0,193.00,3.9583,1,,,,
100097,0,193.00,4.0595,1,,,,
100098,0,193.00,4.1369,1,,,,
100099,0,193.00,3.9107,1,,,,
100100,0,193.00,4.0298,1,,,,
100101,0,193.00,3.6607,1,,,,
100102,0,193.00,4.0655,1,,,,
100103,0,193.00,3.8988,1,,,,
100104,0,192.00,4.2143,1,,,,
100105,0,192.00,3.6607,1,,,,
100106,0,193.00,3.9762,1,,,,
100107,0,192.00,3.9167,1,,,,
100108,0,192.00,3.8929,1,,,,
100109,0,193.00,4.0060,1,,,,
100110,0,193.00,3.7798,1,,,,
100111,0,193.00,3.8452,1,,,,
100112,0,192.00,3.8274,1,,,,
100113,0,192.00,3.8274,1,,,,
100114,0,193.00,3.8214,1,,,,
100115,0,193.00,4.2321,1,,,,
100116,0,193.00,4.1607,1,,,,
100117,0,193.00,3.8571,1,,,,
100118,0,193.00,3.9048,1,,,,
100119,0,193.00,4.1845,1,,,,
100120,0,192.00,4.1429,1,,,,
100121,0,193.00,4.1250,1,,,,
100122,0,193.00,4.0060,1,,,,
100123,0,193.00,4.0119,1,,,,
100124,0,192.00,3.9762,1,,,,
100125,0,193.00,3.9821,1,,,,
100126,0,193.00,4.1845,1,,,,
100127,0,193.00,4.0536,1,,,,
100128,0,193.00,4.0417,1,,,,
100129,0,193.00,3.9405,1,,,,
100130,0,193.00,4.1369,1,,,,
100131,0,193.00,3.9464,1,,,,
100132,0,193.00,4.0238,1,,,,
100133,0,192.00,3.8214,1,,,,
100134,0,192.00,3.9881,1,,,,
100135,0,193.00,3.7560,1,,,,
100136,0,192.00,3.9107,1,,,,
100137,0,193.00,3.8155,1,,,,
100138,0,193.00,3.8869,1,,,,
100139,0,193.00,3.8452,1,,,,
100140,0,193.00,4.0595,1,,,,
100141,0,192.00,4.0595,1,,,,
100142,0,193.00,3.9107,1,,,,
100143,0,193.00,4.1548,1,,,,
100144,0,193.00,3.6905,1,,,,
100145,0,192.00,4.0238,1,,,,
100146,0,193.00,3.9226,1,,,,
100147,0,193.00,4.0893,1,,,,
100148,0,193.00,3.9940,1,,,,
100149,0,192.00,4.0060,1,,,,
100150,0,193.00,3.8929,1,,,,
100151,0,193.00,3.7798,1,,,,
100152,0,193.00,4.1845,1,,,,
100153,0,193.00,3.9762,1,,,,
100154,0,193.00,4.0833,1,,,,
100155,0,192.00,3.9048,1,,,,
100156,0,192.00,3.7917,1,,,,
100157,0,193.00,3.8869,1,,,,
100158,0,193.00,3.9464,1,,,,
100159,0,193.00,3.9167,1,,,,
100160,0,192.00,3.7262,1,,,,
100161,0,193.00,3.8155,1,,,,
100162,0,193.00,3.8869,1,,,,
100163,0,192.00,3.9286,1,,,,
100164,0,192.00,4.1667,1,,,,
100165,0,193.00,3.9107,1,,,,
100166,0,193.00,4.0476,1,,,,
100167,0,193.00,4.2143,1,,,,
100168,0,192.00,3.8988,1,,,,
100169,0,193.00,3.7560,1,,,,
100170,0,193.00,3.8750,1,,,,
100171,0,192.00,3.9881,1,,,,
100172,0,193.00,3.9940,1,,,,
100173,0,193.00,3.9167,1,,,,
100174,0,193.00,4.1429,1,,,,
100175,0,192.00,4.2321,1,,,,
100176,0,193.00,4.1667,1,,,,
100177,0,193.00,4.2500,1,,,,
100178,0,193.00,4.1071,1,,,,
100179,0,193.00,4.0714,1,,,,
100180,0,193.00,3.8512,1,,,,
100181,0,192.00,4.0298,1,,,,
100182,0,193.00,4.0774,1,,,,
100183,0,193.00,3.9762,1,,,,
100184,0,193.00,3.8571,1,,,,
100185,0,193.00,4.0417,1,,,,
100186,0,193.00,3.8274,1,,,,
100187,0,192.00,3.8095,1,,,,
100188,0,193.00,3.8393,1,,,,
100189,0,193.00,3.8155,1,,,,
100190,0,193.00,3.9762,1,,,,
100191,0,194.00,4.1964,1,,,,
100192,0,193.00,4.1131,1,,,,
100193,0,193.00,3.9048,1,,,,
100194,0,193.00,4.1667,1,,,,
100195,0,192.00,4.0595,1,,,,
100196,0,193.00,3.9821,1,,,,
100197,0,193.00,4.0357,1,,,,
100198,0,193.00,4.1607,1,,,,
100199,0,192.00,4.0238,1,,,,
100200,0,192.00,4.1012,1,,,,
100201,0,193.00,4.1250,1,,,,
100202,0,193.00,3.7917,1,,,,
100203,0,193.00,3.8869,1,,,,
100204,0,193.00,3.9167,1,,,,
100205,0,193.00,3.9940,1,,,,
100206,0,193.00,4.0595,1,,,,
100207,0,193.00,4.1131,1,,,,
100208,0,193.00,3.9821,1,,,,
100209,0,193.00,3.9702,1,,,,
100210,0,193.00,3.7857,1,,,,
100211,0,193.00,3.9345,1,,,,
100212,0,193.00,3.8274,1,,,,
100213,0,193.00,4.2202,1,,,,
100214,0,193.00,3.9286,1,,,,
100215,0,193.00,3.7679,1,,,,
100216,0,193.00,4.0238,1,,,,
100217,0,193.00,4.0655,1,,,,
100218,0,192.00,4.0060,1,,,,
100219,0,193.00,4.1786,1,,,,
100220,0,193.00,3.9643,1,,,,
100221,0,193.00,3.9345,1,,,,
100222,0,193.00,3.8333,1,,,,
100223,0,192.00,4.1190,1,,,,
100224,0,193.00,3.9881,1,,,,
100225,0,193.00,4.1488,1,,,,
100226,0,193.00,3.9405,1,,,,
100227,0,192.00,4.0893,1,,,,
100228,0,193.00,3.6190,1,,,,
100229,0,193.00,3.8929,1,,,,
100230,0,193.00,3.9702,1,,,,
100231,0,193.00,4.0417,1,,,,
100232,0,192.00,3.9702,1,,,,
100233,0,192.00,3.7321,1,,,,
100234,0,193.00,4.0952,1,,,,
100235,0,193.00,4.2798,1,,,,
100236,0,193.00,3.9405,1,,,,
100237,0,193.00,4.1369,1,,,,
100238,0,192.00,3.9405,1,,,,
100239,0,193.00,3.8512,1,,,,
100240,0,193.00,3.9167,1,,,,
100241,0,194.00,3.9643,1,,,,
100242,0,193.00,4.0238,1,,,,
100243,0,193.00,4.0536,1,,,,
100244,0,193.00,3.9702,1,,,,
100245,0,193.00,3.9583,1,,,,
100246,0,193.00,3.9940,1,,,,
100247,0,193.00,3.7500,1,,,,
100248,0,193.00,3.8155,1,,,,
100249,0,193.00,3.8036,1,,,,
100250,0,193.00,4.2202,1,,,,
100251,0,193.00,3.9464,1,,,,
100252,0,192.00,4.1905,1,,,,
100253,0,192.00,4.4286,1,,,,
100254,0,192.00,3.9286,1,,,,
100255,0,193.00,3.7024,1,,,,
100256,0,193.00,3.9643,1,,,,
100257,0,193.00,3.9226,1,,,,
100258,0,193.00,3.8929,1,,,,
100259,0,192.00,3.8512,1,,,,
100260,0,193.00,4.2143,1,,,,
100261,0,193.00,3.8810,1,,,,
100262,0,193.00,3.9643,1,,,,
100263,0,193.00,3.8631,1,,,,
100264,0,193.00,3.9821,1,,,,
100265,0,193.00,4.0774,1,,,,
100266,0,193.00,3.9881,1,,,,
100267,0,193.00,3.7679,1,,,,
100268,0,192.00,4.1905,1,,,,
100269,0,193.00,4.1429,1,,,,
100270,0,193.00,4.1071,1,,,,
100271,0,193.00,4.0774,1,,,,
100272,0,193.00,4.0833,1,,,,
100273,0,193.00,3.6726,1,,,,
100274,0,193.00,3.9048,1,,,,
100275,0,193.00,4.2202,1,,,,
100276,0,193.00,3.7083,1,,,,
100277,0,193.00,3.9345,1,,,,
100278,0,193.00,3.9583,1,,,,
100279,0,194.00,3.8631,1,,,,
100280,0,193.00,4.0119,1,,,,
100281,0,192.00,3.8274,1,,,,
100282,0,193.00,4.0298,1,,,,
100283,0,193.00,4.1012,1,,,,
100284,0,192.00,3.9643,1,,,,
100285,0,193.00,4.1190,1,,,,
100286,0,192.00,4.0893,1,,,,
100287,0,193.00,3.9345,1,,,,
100288,0,193.00,3.9167,1,,,,
100289,0,193.00,3.9048,1,,,,
100290,0,193.00,3.7560,1,,,,
100291,0,193.00,4.1488,1,,,,
100292,0,193.00,3.8214,1,,,,
100293,0,193.00,4.1310,1,,,,
100294,0,193.00,3.8810,1,,,,
100295,0,192.00,3.9524,1,,,,
100296,0,193.00,4.1250,1,,,,
100297,0,193.00,3.8810,1,,,,
100298,0,193.00,4.1548,1,,,,
100299,0,193.00,4.0476,1,,,,
100300,0,193.00,3.7857,1,,,,
100301,0,193.00,4.2500,1,,,,
100302,0,193.00,3.9702,1,,,,
100303,0,193.00,3.8155,1,,,,
100304,0,194.00,4.3690,1,,,,
100305,0,193.00,3.9048,1,,,,
100306,0,193.00,4.1369,1,,,,
100307,0,193.00,4.0536,1,,,,
100308,0,193.00,4.0000,1,,,,
100309,0,193.00,3.9464,1,,,,
100310,0,192.00,3.9881,1,,,,
100311,0,193.00,4.1131,1,,,,
100312,0,193.00,4.0298,1,,,,
100313,0,193.00,4.0060,1,,,,
100314,0,193.00,4.1429,1,,,,
100315,0,193.00,3.8155,1,,,,
100316,0,193.00,4.0833,1,,,,
100317,0,193.00,3.9583,1,,,,
100318,0,193.00,3.7798,1,,,,
100319,0,193.00,4.1250,1,,,,
100320,0,192.00,3.8274,1,,,,
100321,0,193.00,4.0595,1,,,,
100322,0,193.00,4.0714,1,,,,
100323,0,193.00,4.0179,1,,,,
100324,0,193.00,4.0952,1,,,,
100325,0,193.00,3.8452,1,,,,
100326,0,193.00,4.0655,1,,,,
100327,0,193.00,3.9881,1,,,,
100328,0,193.00,4.0238,1,,,,
100329,0,193.00,3.8036,1,,,,
100330,0,193.00,3.9940,1,,,,
100331,0,193.00,3.9524,1,,,,
100332,0,193.00,3.8631,1,,,,
100333,0,193.00,3.8750,1,,,,
100334,0,192.00,3.7738,1,,,,
100335,0,193.00,4.0595,1,,,,
100336,0,193.00,3.9107,1,,,,
100337,0,193.00,4.2440,1,,,,
100338,0,193.00,4.2202,1,,,,
100339,0,193.00,4.0179,1,,,,
100340,0,193.00,4.1845,1,,,,
100341,0,193.00,3.8690,1,,,,
100342,0,193.00,4.3095,1,,,,
100343,0,193.00,4.0179,1,,,,
100344,0,193.00,4.1310,1,,,,
100345,0,193.00,4.0833,1,,,,
100346,0,193.00,3.8810,1,,,,
100347,0,193.00,3.8274,1,,,,
100348,0,193.00,4.0833,1,,,,
100349,0,192.00,4.2262,1,,,,
100350,0,193.00,4.1667,1,,,,
100351,0,192.00,4.1131,1,,,,
100352,0,193.00,4.1012,1,,,,
100353,0,193.00,4.1905,1,,,,
100354,0,193.00,4.0417,1,,,,
100355,0,193.00,3.8631,1,,,,
100356,0,193.00,3.9702,1,,,,
100357,0,193.00,3.9405,1,,,,
100358,0,193.00,4.1786,1,,,,
100359,0,193.00,3.8929,1,,,,
100360,0,193.00,4.3036,1,,,,
100361,0,193.00,4.0655,1,,,,
100362,0,192.00,3.8810,1,,,,
100363,0,193.00,4.0119,1,,,,
100364,0,192.00,4.0417,1,,,,
100365,0,193.00,3.8214,1,,,,
100366,0,193.00,4.0833,1,,,,
100367,0,193.00,3.8512,1,,,,
100368,0,193.00,3.8631,1,,,,
100369,0,193.00,3.9940,1,,,,
100370,0,193.00,3.9583,1,,,,
100371,0,193.00,3.8155,1,,,,
100372,0,193.00,3.8214,1,,,,
100373,0,193.00,3.8393,1,,,,
100374,0,192.00,4.0476,1,,,,
100375,0,193.00,4.1667,1,,,,
100376,0,192.00,3.8333,1,,,,
100377,0,193.00,4.1726,1,,,,
100378,0,192.00,4.1488,1,,,,
100379,0,193.00,4.1964,1,,,,
100380,0,193.00,4.0833,1,,,,
100381,0,193.00,4.1012,1,,,,
100382,0,193.00,3.9345,1,,,,
100383,0,193.00,4.1429,1,,,,
100384,0,192.00,4.1012,1,,,,
100385,0,193.00,3.8274,1,,,,
100386,0,193.00,4.1667,1,,,,
100387,0,193.00,3.6607,1,,,,
100388,0,193.00,3.8631,1,,,,
100389,0,193.00,4.1905,1,,,,
100390,0,193.00,3.9821,1,,,,
100391,0,193.00,3.7500,1,,,,
100392,0,193.00,4.0060,1,,,,
100393,0,192.00,4.0952,1,,,,
100394,0,193.00,3.9405,1,,,,
100395,0,193.00,4.1488,1,,,,
100396,0,193.00,3.8988,1,,,,
100397,0,193.00,3.9940,1,,,,
100398,0,193.00,4.3036,1,,,,
100399,0,193.00,4.2560,1,,,,
100400,0,193.00,3.9583,1,,,,
100401,0,192.00,4.1131,1,,,,
100402,0,193.00,4.2500,1,,,,
100403,0,192.00,4.2500,1,,,,
100404,0,193.00,4.1071,1,,,,
100405,0,193.00,3.8512,1,,,,
100406,0,193.00,3.8631,1,,,,
100407,0,192.00,3.8750,1,,,,
100408,0,193.00,4.0595,1,,,,
100409,0,192.00,4.1012,1,,,,
100410,0,192.00,3.9048,1,,,,
100411,0,192.00,3.6071,1,,,,
100412,0,192.00,3.7857,1,,,,
100413,0,193.00,4.0952,1,,,,
100414,0,193.00,4.0893,1,,,,
100415,0,192.00,4.2500,1,,,,
100416,0,192.00,3.8750,1,,,,
100417,0,192.00,3.8036,1,,,,
100418,0,193.00,4.0119,1,,,,
100419,0,192.00,4.1310,1,,,,
100420,0,193.00,4.0417,1,,,,
100421,0,193.00,3.8512,1,,,,
100422,0,192.00,3.8750,1,,,,
100423,0,192.00,4.0595,1,,,,
100424,0,193.00,4.1488,1,,,,
100425,0,193.00,4.1012,1,,,,
100426,0,193.00,4.2321,1,,,,
100427,0,193.00,3.9702,1,,,,
100428,0,193.00,4.0952,1,,,,
100429,0,193.00,4.2381,1,,,,
100430,0,192.00,3.9167,1,,,,
100431,0,193.00,4.0000,1,,,,
100432,0,193.00,3.8631,1,,,,
100433,0,193.00,3.7976,1,,,,
100434,0,193.00,4.1905,1,,,,
100435,0,193.00,3.9524,1,,,,
100436,0,193.00,4.0417,1,,,,
100437,0,193.00,3.8036,1,,,,
100438,0,194.00,3.9702,1,,,,
100439,0,193.00,4.1071,1,,,,
100440,0,193.00,4.0476,1,,,,
100441,0,193.00,3.7143,1,,,,
100442,0,193.00,3.8452,1,,,,
100443,0,193.00,4.0714,1,,,,
100444,0,192.00,4.0357,1,,,,
100445,0,193.00,3.8214,1,,,,
100446,0,193.00,3.8155,1,,,,
100447,0,193.00,4.2738,1,,,,
100448,0,193.00,4.0774,1,,,,
100449,0,193.00,3.8929,1,,,,
100450,0,192.00,4.1429,1,,,,
100451,0,192.00,4.0536,1,,,,
100452,0,193.00,4.0655,1,,,,
100453,0,193.00,4.1905,1,,,,
100454,0,193.00,3.9226,1,,,,
100455,0,193.00,4.0179,1,,,,
100456,0,193.00,4.0298,1,,,,
100457,0,193.00,3.9345,1,,,,
100458,0,193.00,3.9881,1,,,,
100459,0,192.00,4.1131,1,,,,
100460,0,194.00,3.8571,1,,,,
100461,0,193.00,3.9167,1,,,,
100462,0,192.00,4.0119,1,,,,
100463,0,193.00,4.1607,1,,,,
100464,0,193.00,4.1786,1,,,,
100465,0,192.00,4.1131,1,,,,
100466,0,192.00,4.1071,1,,,,
100467,0,193.00,3.9405,1,,,,
100468,0,193.00,3.7262,1,,,,
100469,0,192.00,3.9286,1,,,,
100470,0,193.00,4.2321,1,,,,
100471,0,192.00,3.8571,1,,,,
100472,0,192.00,3.9107,1,,,,
100473,0,192.00,4.2679,1,,,,
100474,0,193.00,4.2500,1,,,,
100475,0,192.00,3.9940,1,,,,
100476,0,193.00,4.0298,1,,,,
100477,0,193.00,3.8452,1,,,,
100478,0,193.00,4.2321,1,,,,
100479,0,193.00,4.0476,1,,,,
100480,0,193.00,3.9405,1,,,,
100481,0,193.00,3.8869,1,,,,
100482,0,192.00,4.2381,1,,,,
100483,0,192.00,4.0357,1,,,,
100484,0,192.00,4.3214,1,,,,
100485,0,193.00,3.6190,1,,,,
100486,0,193.00,4.0476,1,,,,
100487,0,192.00,4.0179,1,,,,
100488,0,192.00,3.9345,1,,,,
100489,0,193.00,4.1310,1,,,,
100490,0,193.00,3.9643,1,,,,
100491,0,193.00,4.0893,1,,,,
100492,0,193.00,4.1012,1,,,,
100493,0,193.00,3.9881,1,,,,
100494,0,192.00,4.1548,1,,,,
100495,0,193.00,4.1607,1,,,,
100496,0,193.00,4.1310,1,,,,
100497,0,193.00,4.2381,1,,,,
100498,0,193.00,4.1250,1,,,,
100499,0,193.00,4.1310,1,,,,
100500,0,193.00,3.9405,1,,,,
100501,0,193.00,4.1012,1,,,,
100502,0,193.00,3.9881,1,,,,
100503,0,193.00,3.9702,1,,,,
100504,0,193.00,4.1310,1,,,,
100505,0,193.00,4.0833,1,,,,
100506,0,193.00,3.8690,1,,,,
100507,0,193.00,4.0298,1,,,,
100508,0,193.00,4.0774,1,,,,
100509,0,193.00,4.0952,1,,,,
100510,0,193.00,4.0298,1,,,,
100511,0,193.00,4.0476,1,,,,
100512,0,193.00,4.1190,1,,,,
100513,0,193.00,4.1310,1,,,,
100514,0,193.00,3.9643,1,,,,
100515,0,193.00,3.8095,1,,,,
100516,0,193.00,3.8631,1,,,,
100517,0,192.00,3.8452,1,,,,
100518,0,193.00,3.9167,1,,,,
100519,0,193.00,3.7321,1,,,,
100520,0,192.00,4.1071,1,,,,
100521,0,192.00,4.2202,1,,,,
100522,0,192.00,3.9583,1,,,,
100523,0,193.00,3.8333,1,,,,
100524,0,192.00,4.0298,1,,,,
100525,0,192.00,4.0536,1,,,,
100526,0,193.00,4.1369,1,,,,
100527,0,193.00,4.1190,1,,,,
100528,0,193.00,3.9286,1,,,,
100529,0,193.00,4.0952,1,,,,
100530,0,193.00,4.0893,1,,,,
100531,0,193.00,4.0893,1,,,,
100532,0,193.00,3.7798,1,,,,
100533,0,193.00,3.9107,1,,,,
100534,0,193.00,4.2976,1,,,,
100535,0,192.00,3.7857,1,,,,
100536,0,193.00,4.1607,1,,,,
100537,0,193.00,3.8750,1,,,,
100538,0,192.00,3.8690,1,,,,
100539,0,193.00,4.0298,1,,,,
100540,0,193.00,4.0417,1,,,,
100541,0,193.00,4.0774,1,,,,
100542,0,193.00,4.2262,1,,,,
100543,0,193.00,3.9345,1,,,,
100544,0,193.00,4.1071,1,,,,
100545,0,192.00,4.1310,1,,,,
100546,0,193.00,4.2560,1,,,,
100547,0,194.00,4.1071,1,,,,
100548,0,193.00,4.0357,1,,,,
100549,0,193.00,4.2381,1,,,,
100550,0,193.00,4.1071,1,,,,
100551,0,193.00,4.2976,1,,,,
100552,0,193.00,3.9583,1,,,,
100553,0,193.00,3.8810,1,,,,
100554,0,193.00,4.0714,1,,,,
100555,0,193.00,3.7917,1,,,,
100556,0,193.00,3.8571,1,,,,
100557,0,193.00,3.5833,1,,,,
100558,0,192.00,3.8690,1,,,,
100559,0,193.00,4.0298,1,,,,
100560,0,193.00,3.9286,1,,,,
100561,0,193.00,3.9583,1,,,,
100562,0,192.00,3.7560,1,,,,
100563,0,193.00,3.6607,1,,,,
100564,0,193.00,3.8810,1,,,,
100565,0,193.00,3.9226,1,,,,
100566,0,193.00,3.6548,1,,,,
100567,0,193.00,3.9107,1,,,,
100568,0,193.00,3.9762,1,,,,
100569,0,193.00,4.1429,1,,,,
100570,0,192.00,3.9940,1,,,,
100571,0,193.00,4.1488,1,,,,
100572,0,193.00,3.7321,1,,,,
100573,0,192.00,3.9107,1,,,,
100574,0,193.00,4.2321,1,,,,
100575,0,193.00,4.0655,1,,,,
100576,0,193.00,4.4048,1,,,,
100577,0,193.00,3.9048,1,,,,
100578,0,192.00,4.0179,1,,,,
100579,0,193.00,4.0417,1,,,,
100580,0,193.00,3.9762,1,,,,
100581,0,193.00,3.8869,1,,,,
100582,0,193.00,3.7024,1,,,,
100583,0,192.00,4.1250,1,,,,
100584,0,193.00,3.8214,1,,,,
100585,0,193.00,4.2560,1,,,,
100586,0,193.00,4.1131,1,,,,
100587,0,193.00,3.9524,1,,,,
100588,0,193.00,4.1488,1,,,,
100589,0,193.00,3.9762,1,,,,
100590,0,193.00,4.0476,1,,,,
100591,0,192.00,3.9643,1,,,,
100592,0,193.00,3.8988,1,,,,
100593,0,193.00,4.2738,1,,,,
100594,0,192.00,3.8750,1,,,,
100595,0,193.00,4.3631,1,,,,
100596,0,193.00,4.0536,1,,,,
100597,0,193.00,3.9405,1,,,,
100598,0,193.00,4.0179,1,,,,
100599,0,193.00,4.0655,1,,,,
100600,0,193.00,4.1488,1,,,,
100601,0,193.00,3.9405,1,,,,
100602,0,193.00,4.1369,1,,,,
100603,0,193.00,3.7976,1,,,,
100604,0,193.00,4.1667,1,,,,
100605,0,193.00,3.8750,1,,,,
100606,0,193.00,3.9583,1,,,,
100607,0,192.00,4.2143,1,,,,
100608,0,193.00,3.9643,1,,,,
100609,0,193.00,3.9762,1,,,,
100610,0,193.00,4.0714,1,,,,
100611,0,193.00,3.6964,1,,,,
100612,0,193.00,3.8571,1,,,,
100613,0,193.00,3.9464,1,,,,
100614,0,193.00,4.2976,1,,,,
100615,0,192.00,3.9762,1,,,,
100616,0,192.00,4.0417,1,,,,
100617,0,192.00,3.6369,1,,,,
100618,0,193.00,3.8333,1,,,,
100619,0,193.00,4.0417,1,,,,
100620,0,193.00,3.7976,1,,,,
100621,0,193.00,3.6012,1,,,,
100622,0,192.00,3.9107,1,,,,
100623,0,193.00,4.0714,1,,,,
100624,0,193.00,4.1429,1,,,,
100625,0,192.00,3.9464,1,,,,
100626,0,193.00,3.7738,1,,,,
100627,0,193.00,3.8929,1,,,,
100628,0,192.00,4.2976,1,,,,
100629,0,193.00,3.8036,1,,,,
100630,0,193.00,3.8750,1,,,,
100631,0,193.00,4.0595,1,,,,
100632,0,193.00,3.9821,1,,,,
100633,0,193.00,4.1607,1,,,,
100634,0,193.00,4.0417,1,,,,
100635,0,193.00,3.8214,1,,,,
100636,0,193.00,3.9762,1,,,,
100637,0,193.00,4.0655,1,,,,
100638,0,193.00,3.9286,1,,,,
100639,0,192.00,4.0060,1,,,,
100640,0,192.00,4.0119,1,,,,
100641,0,193.00,3.8810,1,,,,
100642,0,193.00,3.9583,1,,,,
100643,0,193.00,3.8512,1,,,,
100644,0,192.00,3.9405,1,,,,
100645,0,193.00,4.2679,1,,,,
100646,0,193.00,3.9583,1,,,,
100647,0,193.00,4.2024,1,,,,
100648,0,193.00,4.3869,1,,,,
100649,0,193.00,4.0357,1,,,,
100650,0,192.00,3.9107,1,,,,
100651,0,192.00,4.0714,1,,,,
100652,0,193.00,4.2083,1,,,,
100653,0,193.00,4.1310,1,,,,
100654,0,193.00,4.0595,1,,,,
100655,0,193.00,4.2440,1,,,,
100656,0,193.00,3.9464,1,,,,
100657,0,192.00,3.9940,1,,,,
100658,0,192.00,3.7976,1,,,,
100659,0,193.00,4.0833,1,,,,
100660,0,193.00,4.2619,1,,,,
100661,0,193.00,4.0595,1,,,,
100662,0,193.00,4.0893,1,,,,
100663,0,193.00,3.9167,1,,,,
100664,0,193.00,3.8333,1,,,,
100665,0,193.00,4.2262,1,,,,
100666,0,193.00,4.0357,1,,,,
100667,0,193.00,3.9286,1,,,,
100668,0,193.00,4.0476,1,,,,
100669,0,193.00,3.9464,1,,,,
100670,0,193.00,4.1726,1,,,,
100671,0,193.00,3.8929,1,,,,
100672,0,193.00,3.9524,1,,,,
100673,0,193.00,3.6250,1,,,,
100674,0,193.00,3.9762,1,,,,
100675,0,193.00,3.9226,1,,,,
100676,0,192.00,3.9345,1,,,,
100677,0,192.00,3.9405,1,,,,
100678,0,193.00,4.2917,1,,,,
100679,0,193.00,4.1190,1,,,,
100680,0,192.00,3.9405,1,,,,
100681,0,193.00,4.2202,1,,,,
100682,0,192.00,4.0357,1,,,,
100683,0,193.00,4.1369,1,,,,
100684,0,193.00,3.9048,1,,,,
100685,0,192.00,3.7560,1,,,,
100686,0,193.00,3.8095,1,,,,
100687,0,193.00,4.0179,1,,,,
100688,0,193.00,3.9167,1,,,,
100689,0,193.00,3.8929,1,,,,
100690,0,193.00,4.1071,1,,,,
100691,0,193.00,4.2024,1,,,,
100692,0,193.00,3.9464,1,,,,
100693,0,193.00,4.0417,1,,,,
